POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma,label
9.677776,2.650853,1.035597,0.470335,0.469286,2.719533,3.832641,0.675778,0.50579,0.21376,1.381264,2.671904,0.472564,0.186687,0.167099,1.625171,3.252316,0.545778,0.279767,0.19223,3.690952,2.723204,0.318044,0.431878,0.159901,3.086865,1.730312,0.572985,0.393879,0.194024,2.758297,2.42657,0.391479,0.360129,0.144294,6.397556,2.881359,0.828082,1.226489,1.429391,concentrate
7.399491,2.239047,1.161069,0.4525,0.46274,2.313783,2.953942,0.626484,0.472438,0.208252,1.273856,2.416518,0.457375,0.185129,0.158501,1.384867,2.565835,0.535191,0.279965,0.183907,4.100035,2.167543,0.454578,0.437524,0.153112,3.141051,1.959604,0.688115,0.3675,0.210296,3.296362,2.008256,0.555746,0.350204,0.140696,7.359677,2.964056,0.832977,1.308741,1.517262,concentrate
5.465611,1.985339,1.349001,0.476504,0.46839,2.064455,2.348847,0.621188,0.4253,0.199677,1.255294,2.155912,0.447425,0.196378,0.151041,1.29707,2.070115,0.548571,0.277739,0.170106,4.489817,1.76259,0.599633,0.453013,0.150235,3.173765,2.119802,0.811484,0.358843,0.238951,3.901363,1.640074,0.733899,0.336167,0.141831,7.834729,3.054302,0.916252,1.325986,1.579969,concentrate
4.33767,1.841863,1.550084,0.531402,0.482389,2.088549,2.042886,0.648303,0.374334,0.191951,1.401602,1.912515,0.451125,0.217097,0.147537,1.418858,1.804362,0.575128,0.270972,0.154308,4.743928,1.465859,0.710204,0.463489,0.151002,3.172852,2.289223,0.918451,0.378986,0.272292,4.432731,1.320243,0.879262,0.321653,0.145095,7.821134,3.095257,1.080534,1.279692,1.62149,concentrate
4.147619,1.800063,1.710684,0.612496,0.498388,2.336807,2.010631,0.708781,0.332724,0.187288,1.710829,1.739393,0.476542,0.24322,0.150446,1.72359,1.778843,0.615289,0.26147,0.140248,4.720994,1.294747,0.760779,0.464713,0.157924,3.10342,2.624448,0.979542,0.436926,0.303818,4.689807,1.087217,0.956658,0.31646,0.15048,7.528852,3.122225,1.280702,1.199484,1.638416,concentrate
4.915553,1.873141,1.779408,0.735937,0.514821,2.69939,2.183966,0.790415,0.312508,0.186426,2.149702,1.681742,0.516665,0.27074,0.161772,2.151244,1.958704,0.661383,0.254908,0.131151,4.368896,1.305905,0.745894,0.467746,0.176057,2.971076,3.227356,0.976373,0.533338,0.332036,4.538952,0.978612,0.946188,0.331997,0.160632,7.342618,3.175277,1.433578,1.135954,1.620219,concentrate
6.282748,2.090755,1.744022,0.924869,0.534559,3.096472,2.422294,0.871153,0.318319,0.187871,2.687908,1.738172,0.566719,0.29758,0.180274,2.665286,2.224985,0.700299,0.256368,0.128152,3.803576,1.539311,0.684131,0.484841,0.206208,2.85504,4.112234,0.932325,0.655773,0.355934,4.017092,1.011973,0.857754,0.372781,0.176595,7.592296,3.359931,1.485215,1.135708,1.556481,concentrate
7.898247,2.433926,1.640381,1.19278,0.561035,3.430873,2.539858,0.946375,0.350222,0.188291,3.255971,1.845946,0.626664,0.32541,0.200927,3.18801,2.399446,0.73492,0.271019,0.130299,3.262456,1.965279,0.62476,0.524103,0.243454,2.848883,5.182468,0.893712,0.783705,0.371405,3.318325,1.163626,0.737288,0.435176,0.195825,8.510272,3.704602,1.430516,1.216247,1.447472,concentrate
9.354209,2.812689,1.521416,1.521518,0.594631,3.679682,2.420287,1.027419,0.404242,0.184855,3.777671,1.911731,0.701471,0.356617,0.217442,3.658927,2.344629,0.786232,0.30088,0.135182,2.924909,2.462351,0.612723,0.587774,0.279655,2.966863,6.224641,0.891875,0.89797,0.375123,2.668621,1.35711,0.636104,0.511317,0.212936,10.057193,4.146472,1.295991,1.356732,1.304099,concentrate
10.24417,3.11393,1.43603,1.852257,0.633702,3.815797,2.102826,1.125141,0.471741,0.176895,4.133161,1.885314,0.797466,0.392507,0.224454,3.969018,2.060425,0.877602,0.342998,0.140257,2.835773,2.874393,0.664155,0.66817,0.305714,3.125193,6.991284,0.933404,0.988933,0.365681,2.20803,1.51858,0.586589,0.589302,0.221087,11.825429,4.54204,1.128683,1.513536,1.145926,concentrate
10.28808,3.260378,1.393617,2.099153,0.674431,3.805781,1.738822,1.241306,0.537341,0.165462,4.218629,1.788391,0.910537,0.431137,0.219384,4.025258,1.675809,1.013842,0.389176,0.143242,2.888855,3.078775,0.772664,0.75105,0.314759,3.19193,7.289018,0.996725,1.056857,0.343506,1.947438,1.606471,0.600516,0.656926,0.215168,13.253347,4.732228,0.987678,1.641088,0.995366,concentrate
9.382936,3.211434,1.35646,2.181581,0.710951,3.588847,1.490828,1.343025,0.580442,0.152033,3.969671,1.684859,1.007045,0.464219,0.20315,3.756149,1.360473,1.15781,0.425359,0.142341,2.901319,3.027003,0.89891,0.818395,0.304482,3.050028,7.058279,1.040372,1.102036,0.311807,1.785386,1.607184,0.650648,0.702016,0.194735,13.855371,4.607689,0.900213,1.708687,0.871062,concentrate
7.76251,2.995883,1.263836,2.06392,0.734436,3.165351,1.465294,1.374187,0.584951,0.13802,3.433134,1.639645,1.042558,0.480519,0.180092,3.200385,1.249117,1.24809,0.437225,0.137191,2.784553,2.774659,0.985583,0.854178,0.277514,2.72148,6.373453,1.024764,1.119,0.275501,1.648383,1.567427,0.687811,0.714624,0.164813,13.508366,4.174895,0.84972,1.697435,0.780741,concentrate
5.884076,2.695385,1.107621,1.779518,0.736097,2.59671,1.684044,1.302264,0.546251,0.124137,2.751004,1.696992,1.001779,0.471088,0.156179,2.488985,1.393164,1.243274,0.416242,0.128743,2.566237,2.477846,1.002939,0.851063,0.241002,2.331827,5.412303,0.956517,1.097701,0.239244,1.526447,1.587133,0.676971,0.690869,0.13444,12.54052,3.610886,0.831781,1.617358,0.7218,concentrate
4.235364,2.377247,0.921272,1.416705,0.712977,2.024542,2.068414,1.134507,0.474977,0.110197,2.108179,1.844178,0.893933,0.435105,0.136146,1.803751,1.730993,1.130955,0.364547,0.118103,2.365466,2.327934,0.951018,0.813032,0.203619,2.042656,4.38305,0.873452,1.032051,0.206772,1.465226,1.780679,0.605241,0.635224,0.111937,11.549832,3.16878,0.848704,1.503055,0.68426,concentrate
3.167723,2.082692,0.734514,1.070853,0.668378,1.562662,2.481851,0.911572,0.390048,0.095871,1.634848,2.018933,0.746806,0.380263,0.122185,1.28716,2.126693,0.934204,0.293317,0.106044,2.262468,2.453738,0.856981,0.754566,0.172578,1.933775,3.458862,0.812309,0.92812,0.182077,1.502758,2.207847,0.491387,0.560013,0.100943,11.009854,3.037271,0.884988,1.402948,0.659808,concentrate
2.668451,1.839487,0.586702,0.80713,0.611801,1.271515,2.797684,0.699005,0.312847,0.081475,1.370482,2.151179,0.606824,0.320758,0.113688,0.99084,2.453279,0.711221,0.220629,0.093059,2.273723,2.85242,0.77995,0.694042,0.150739,1.97819,2.728027,0.806911,0.804034,0.168427,1.634134,2.815612,0.394772,0.482385,0.100166,10.956307,3.233547,0.939488,1.358934,0.649979,concentrate
2.5956,1.662809,0.508974,0.641792,0.55476,1.134593,2.960642,0.560152,0.257253,0.068265,1.259519,2.218742,0.517862,0.270719,0.108291,0.879641,2.659199,0.527828,0.16395,0.079768,2.327666,3.385068,0.785925,0.645871,0.137922,2.070322,2.211457,0.876474,0.682869,0.167023,1.793086,3.437847,0.387403,0.417978,0.105656,10.968773,3.599618,1.018859,1.378634,0.658107,concentrate
2.620173,1.570527,0.496796,0.553562,0.506397,1.082102,2.983342,0.536291,0.225308,0.058296,1.19519,2.244696,0.500425,0.236955,0.103617,0.867998,2.763919,0.434484,0.133601,0.067327,2.320093,3.829134,0.926853,0.613974,0.133229,2.080276,1.876465,1.00333,0.582728,0.177103,1.882033,3.85477,0.516397,0.376766,0.113711,10.432654,3.906431,1.128777,1.438395,0.679198,concentrate
2.402751,1.562611,0.531944,0.511458,0.473624,1.053672,2.911821,0.617641,0.212025,0.053889,1.116112,2.256135,0.542186,0.217645,0.098244,0.896212,2.813214,0.435763,0.131165,0.057214,2.176915,3.982751,1.200153,0.590144,0.134253,1.950635,1.623856,1.135154,0.507634,0.193661,1.81457,3.897495,0.77328,0.35854,0.121639,8.933969,3.895798,1.245734,1.5001,0.698976,concentrate
2.07252,1.643605,0.593078,0.495035,0.457658,1.073309,2.802966,0.746806,0.209962,0.055687,1.052745,2.273374,0.61745,0.206176,0.091218,0.974588,2.840406,0.495586,0.150964,0.05048,1.965185,3.761083,1.552133,0.561559,0.137627,1.78375,1.363099,1.245955,0.450813,0.207954,1.652276,3.536697,1.094144,0.353614,0.127827,6.739228,3.485837,1.346704,1.530094,0.701327,concentrate
1.548584,1.858656,0.654774,0.504243,0.455566,1.203828,2.692582,0.852434,0.217517,0.062557,1.065666,2.317775,0.691016,0.198403,0.082456,1.126742,2.844105,0.561562,0.186601,0.047538,1.811604,3.226581,1.877895,0.519996,0.141104,1.735464,1.095552,1.316586,0.402975,0.213487,1.512119,2.88739,1.374775,0.349985,0.132307,4.667632,2.847793,1.393423,1.510621,0.680485,concentrate
1.396257,2.239945,0.69741,0.550449,0.463092,1.468723,2.61955,0.89317,0.243778,0.073218,1.186571,2.398727,0.736444,0.197553,0.073256,1.349394,2.816267,0.597349,0.237296,0.048613,1.801447,2.556184,2.072074,0.46611,0.145104,1.891736,0.884158,1.340538,0.363413,0.212031,1.493034,2.16613,1.522981,0.341105,0.136451,3.362457,2.252136,1.368925,1.439632,0.647954,concentrate
1.564114,2.782409,0.72611,0.642237,0.476938,1.813288,2.624174,0.87171,0.300017,0.087059,1.396852,2.517991,0.746108,0.211806,0.065997,1.594195,2.772991,0.59762,0.304941,0.054362,1.93656,1.980927,2.077334,0.41775,0.151512,2.219351,0.805222,1.315048,0.348056,0.211589,1.613058,1.61765,1.501023,0.332625,0.141853,3.073192,1.997964,1.278622,1.332701,0.628311,concentrate
2.076725,3.413088,0.74975,0.768939,0.496039,2.149663,2.714065,0.809511,0.387836,0.103523,1.638785,2.665346,0.725659,0.249884,0.063332,1.797631,2.743181,0.570551,0.385844,0.065736,2.14216,1.663152,1.904369,0.411662,0.161201,2.598958,0.879946,1.238284,0.390184,0.221092,1.826422,1.389917,1.336495,0.344532,0.148476,3.493326,2.186641,1.151253,1.225414,0.64335,concentrate
2.763824,4.031778,0.782483,0.9015,0.51568,2.34644,2.870741,0.729391,0.494957,0.121512,1.814954,2.822458,0.683428,0.313402,0.067149,1.877558,2.756002,0.528121,0.469236,0.082961,2.301774,1.665818,1.623255,0.482099,0.173463,2.89627,1.094986,1.11989,0.51922,0.245252,2.018316,1.504815,1.112731,0.40098,0.154881,4.080536,2.735429,1.02281,1.166345,0.696383,concentrate
3.340232,4.544167,0.841116,1.00548,0.527708,2.354794,3.041605,0.651126,0.596488,0.138573,1.885082,2.95726,0.631841,0.392975,0.077437,1.822515,2.810122,0.482125,0.53829,0.104409,2.352025,1.962263,1.339599,0.633427,0.185759,3.058246,1.45442,0.9923,0.732522,0.282119,2.108836,1.880124,0.930442,0.508595,0.158827,4.449957,3.486453,0.935562,1.193036,0.769906,concentrate
3.754986,4.88202,0.932928,1.061718,0.524462,2.201015,3.170485,0.588989,0.664133,0.152448,1.853292,3.048613,0.5852,0.47043,0.092998,1.670364,2.881892,0.442674,0.576207,0.126925,2.318937,2.477517,1.139897,0.832317,0.196869,3.117411,1.985019,0.882753,0.985846,0.324841,2.085492,2.384305,0.85032,0.648824,0.159581,4.645157,4.32008,0.908207,1.320233,0.834832,concentrate
4.132174,4.989082,1.040788,1.066468,0.503498,1.964023,3.191958,0.562259,0.677443,0.161142,1.771859,3.079487,0.56049,0.525512,0.111412,1.490346,2.921675,0.424632,0.572674,0.146055,2.26618,3.085016,1.059064,1.014212,0.207404,3.144037,2.664182,0.804906,1.205007,0.363053,1.990457,2.858279,0.87242,0.779613,0.158052,4.910369,5.081367,0.925439,1.528412,0.86521,concentrate
4.70626,4.833793,1.123555,1.029299,0.471943,1.721086,3.057338,0.566771,0.632278,0.163254,1.686813,3.032968,0.553997,0.543354,0.129259,1.337006,2.874565,0.425926,0.528268,0.157266,2.26218,3.62855,1.055324,1.120355,0.21844,3.231468,3.38519,0.743066,1.320773,0.386406,1.895705,3.155707,0.934831,0.858168,0.156407,5.525004,5.593525,0.93515,1.770215,0.857049,concentrate
5.59081,4.436518,1.13738,0.967279,0.444069,1.532664,2.790676,0.583369,0.539954,0.158796,1.623609,2.924476,0.553588,0.518182,0.142995,1.232704,2.734297,0.437534,0.453,0.158054,2.309903,3.97526,1.05402,1.119786,0.229059,3.402885,4.005954,0.671448,1.300784,0.388039,1.838602,3.192533,0.960123,0.857335,0.155835,6.626873,5.749432,0.884607,1.97863,0.831069,concentrate
6.719485,3.934651,1.086131,0.899554,0.436418,1.420363,2.492437,0.60658,0.42475,0.150407,1.576753,2.807437,0.5635,0.459817,0.151884,1.168904,2.55927,0.466187,0.364779,0.150227,2.377854,4.055935,1.007108,1.025991,0.238549,3.645516,4.420182,0.583984,1.16644,0.370438,1.831143,2.967176,0.90902,0.782107,0.15697,8.090716,5.599377,0.773076,2.092386,0.821605,concentrate
8.050112,3.511154,0.996942,0.847003,0.456101,1.374775,2.295341,0.617049,0.314918,0.142246,1.51968,2.737593,0.56886,0.388148,0.15721,1.127752,2.442476,0.496552,0.282139,0.138672,2.395702,3.873718,0.90827,0.886132,0.246476,3.842879,4.569165,0.490469,0.976636,0.343331,1.846175,2.551029,0.7901,0.665699,0.159627,9.467197,5.308338,0.625795,2.085437,0.855689,concentrate
9.502169,3.33767,0.923357,0.823911,0.496898,1.380743,2.28872,0.604358,0.231422,0.137897,1.437724,2.733324,0.560507,0.323945,0.161242,1.096524,2.454097,0.515295,0.218524,0.129259,2.286086,3.490971,0.787394,0.752088,0.252725,3.858904,4.446663,0.415305,0.796055,0.318856,1.823453,2.055182,0.642406,0.547932,0.162556,10.178459,5.030718,0.48848,1.975439,0.934769,concentrate
11.001892,3.454485,0.912433,0.834825,0.543057,1.390413,2.46701,0.572476,0.184956,0.139827,1.29393,2.760426,0.546447,0.28364,0.165735,1.044403,2.592278,0.522712,0.182133,0.125913,2.019253,3.02992,0.695233,0.656364,0.256862,3.603742,4.124485,0.392116,0.669097,0.305616,1.722805,1.60622,0.515257,0.459298,0.16426,9.818576,4.862694,0.419999,1.80443,1.030019,concentrate
12.03622,3.728345,0.958791,0.872892,0.575399,1.386577,2.720602,0.524142,0.174878,0.148944,1.078777,2.742509,0.531287,0.271667,0.171107,0.959092,2.772738,0.515754,0.17397,0.128991,1.623522,2.590154,0.669252,0.602371,0.259133,3.083435,3.688307,0.436734,0.604336,0.306352,1.564761,1.275095,0.438543,0.411038,0.164572,8.449091,4.776053,0.444938,1.612383,1.098166,concentrate
12.485372,3.918621,1.021431,0.92491,0.582434,1.371048,2.896302,0.462602,0.195271,0.16447,0.849562,2.610531,0.51292,0.282414,0.175662,0.874116,2.876055,0.490183,0.19139,0.135537,1.239009,2.265544,0.71233,0.574277,0.261335,2.477699,3.219986,0.532272,0.584889,0.317541,1.432125,1.099212,0.412776,0.400767,0.165167,6.584443,4.661161,0.536222,1.426225,1.107047,concentrate
12.03098,3.82932,1.041498,0.97244,0.563649,1.36328,2.88241,0.391586,0.240828,0.184019,0.692255,2.343122,0.483972,0.306848,0.176775,0.840897,2.811587,0.443262,0.231274,0.14153,1.022153,2.150865,0.800951,0.563027,0.264844,2.008509,2.773106,0.636967,0.596116,0.331689,1.407926,1.114804,0.420413,0.428461,0.167716,4.881865,4.421931,0.641499,1.262733,1.050408,concentrate
10.590854,3.41594,0.981882,0.994213,0.529071,1.35986,2.671817,0.317977,0.303041,0.204313,0.660264,1.986376,0.439408,0.339265,0.172866,0.878884,2.573566,0.378851,0.287173,0.144853,1.052428,2.299845,0.895299,0.577091,0.269151,1.827916,2.354435,0.702451,0.640122,0.340925,1.51258,1.341429,0.443157,0.500869,0.173121,3.815037,4.049273,0.706167,1.140468,0.950141,concentrate
8.601563,2.774632,0.868598,0.979828,0.494918,1.33166,2.364968,0.273647,0.369858,0.221966,0.735631,1.632425,0.39653,0.377956,0.164356,0.953745,2.240793,0.328123,0.349172,0.146356,1.305025,2.689865,0.958024,0.629819,0.272324,1.971632,1.96613,0.709253,0.731257,0.340624,1.707851,1.749747,0.474457,0.620391,0.181819,3.604417,3.582002,0.706829,1.076795,0.843269,concentrate
6.793858,2.1447,0.827889,0.949488,0.475862,1.281339,2.10891,0.312951,0.427428,0.233969,0.875924,1.375679,0.417025,0.424724,0.152777,1.041862,1.932258,0.348105,0.406127,0.148217,1.682781,3.205325,0.978523,0.71807,0.272449,2.351596,1.660499,0.716544,0.875192,0.330312,1.931255,2.247409,0.521209,0.770705,0.193688,4.367379,3.146729,0.674874,1.07578,0.764324,concentrate
5.780764,1.753833,1.009646,0.935869,0.479958,1.27126,2.02024,0.473192,0.463036,0.239118,1.044882,1.273925,0.563634,0.478347,0.140906,1.121536,1.753876,0.480439,0.447855,0.152597,2.11947,3.714427,0.969574,0.817279,0.26912,2.833131,1.552893,0.816026,1.053409,0.312341,2.148439,2.725482,0.589321,0.917848,0.208367,5.911657,2.918554,0.674428,1.12296,0.732103,concentrate
5.771439,1.690097,1.478093,0.963183,0.506433,1.412417,2.119534,0.745393,0.470726,0.239106,1.240637,1.314972,0.856985,0.530873,0.132763,1.227726,1.741498,0.720564,0.468492,0.160767,2.62836,4.113095,0.958157,0.892877,0.263882,3.368767,1.7645,1.07033,1.22357,0.28997,2.397201,3.077762,0.674767,1.023825,0.225386,7.840861,2.962987,0.765488,1.190513,0.746978,concentrate
6.674404,1.880097,2.153924,1.040508,0.546647,1.857158,2.332492,1.071268,0.45424,0.23688,1.506147,1.442115,1.248487,0.570023,0.13146,1.45427,1.849548,1.013123,0.467605,0.171995,3.286195,4.400895,0.949152,0.915275,0.257993,4.010046,2.346192,1.45084,1.33385,0.266486,2.753502,3.266722,0.758911,1.061595,0.242863,9.717487,3.217615,0.963198,1.243837,0.792002,concentrate
8.338093,2.157434,2.832295,1.151242,0.58867,2.704168,2.542283,1.360796,0.42336,0.234907,1.900037,1.604959,1.630044,0.582001,0.137191,1.911809,1.986075,1.270423,0.44872,0.183879,4.261937,4.728606,0.929134,0.875062,0.251097,4.836903,3.252539,1.843365,1.343913,0.24527,3.387521,3.371229,0.81767,1.025303,0.256726,11.113189,3.561078,1.215477,1.244723,0.839682,concentrate
10.102849,2.358595,3.278455,1.267273,0.620785,3.907089,2.624812,1.520965,0.388494,0.234244,2.45678,1.767644,1.876194,0.560364,0.14709,2.653675,2.046087,1.40441,0.417618,0.19379,5.643677,5.445251,0.877146,0.788769,0.242037,5.844925,4.397144,2.119266,1.24859,0.229721,4.43912,3.639583,0.832759,0.932867,0.262118,11.747872,3.92348,1.438356,1.170369,0.864341,concentrate
11.92882,2.436912,3.310029,1.366911,0.632454,5.2264,2.523684,1.490268,0.357904,0.234449,3.109535,1.910724,1.887432,0.510113,0.156223,3.584714,1.971714,1.357344,0.38126,0.199511,7.354064,7.147816,0.787063,0.690685,0.229641,6.896398,5.732887,2.172448,1.082958,0.223243,5.882613,4.523545,0.813727,0.818619,0.255826,11.647297,4.38606,1.546892,1.029573,0.855147,concentrate
13.111947,2.480826,2.928113,1.434744,0.615449,6.327559,2.301287,1.278457,0.333263,0.23372,3.707401,2.036666,1.654856,0.44359,0.159294,4.488102,1.801252,1.143134,0.345053,0.199307,9.413047,10.537263,0.682376,0.611696,0.214723,7.976503,7.336429,1.996028,0.903578,0.22771,7.62773,6.583535,0.784474,0.714234,0.239323,11.335479,5.263104,1.504858,0.861897,0.818196,concentrate
13.597594,2.533269,2.277255,1.458515,0.569777,6.890532,2.050742,0.966843,0.312048,0.230938,4.059255,2.118923,1.263245,0.375134,0.153092,5.095274,1.608219,0.841922,0.311639,0.192349,11.891351,15.872691,0.617856,0.566432,0.199936,9.175079,9.258751,1.663532,0.766962,0.240569,9.5392,10.069522,0.776551,0.638119,0.217253,11.653182,6.893671,1.355325,0.717298,0.769028,concentrate
13.481689,2.580746,1.561444,1.433154,0.507281,6.74476,1.900192,0.651209,0.294297,0.226801,4.057325,2.134002,0.836241,0.317817,0.139115,5.21573,1.500316,0.545457,0.284573,0.179374,14.872701,22.515627,0.66501,0.553387,0.18896,10.591746,11.376747,1.302168,0.70784,0.255514,11.5496,14.586783,0.82857,0.592293,0.195868,13.213664,9.266616,1.188159,0.633475,0.726138,concentrate
12.773829,2.68521,0.979508,1.368335,0.448759,6.021155,2.15109,0.414637,0.282027,0.222552,3.728781,2.154724,0.491939,0.279654,0.123037,4.880018,1.723583,0.331174,0.268078,0.162377,18.120497,28.965153,0.85088,0.561748,0.184893,12.061205,13.309925,1.037433,0.723392,0.265401,13.50706,19.132818,0.949028,0.568847,0.180553,15.813866,11.925329,1.096359,0.621305,0.700685,concentrate
11.629907,2.995251,0.632537,1.284273,0.411352,5.075892,3.214168,0.307009,0.278026,0.218045,3.214445,2.331612,0.296497,0.263236,0.111385,4.308907,2.59075,0.239461,0.264819,0.144304,20.91913,33.412853,1.139096,0.583961,0.188314,13.167139,14.544699,0.966336,0.794829,0.266367,15.054125,22.498531,1.109237,0.560492,0.172591,18.641085,14.163355,1.140069,0.677149,0.692911,concentrate
10.237884,3.607019,0.509652,1.205046,0.400385,4.35258,5.367735,0.335035,0.283315,0.211616,2.725192,2.777482,0.259872,0.27072,0.108118,3.825611,4.282124,0.268526,0.274398,0.12857,22.279718,34.476116,1.476609,0.617863,0.196608,13.443243,14.665645,1.132335,0.910152,0.260333,15.697054,23.737436,1.28603,0.561216,0.169089,20.600058,15.30806,1.326932,0.795853,0.696229,concentrate
9.047724,4.514544,0.539175,1.156564,0.410915,4.188636,8.464577,0.475348,0.295971,0.201609,2.433506,3.494741,0.357185,0.306332,0.1127,3.69657,6.653886,0.392834,0.293682,0.118498,21.490992,31.845085,1.774948,0.661716,0.206147,12.773752,13.671156,1.511424,1.07344,0.25336,15.050037,22.552864,1.440158,0.565913,0.165896,21.003874,15.072339,1.599856,0.963557,0.704434,concentrate
8.416563,5.511077,0.646819,1.161613,0.432993,4.624463,11.82046,0.680188,0.309047,0.188039,2.378727,4.324474,0.552991,0.369641,0.120949,3.969124,9.178655,0.576048,0.314864,0.116145,18.7346,26.451223,1.953874,0.701377,0.21497,11.463513,11.940252,2.016332,1.289664,0.251217,13.215128,19.454073,1.533705,0.563347,0.160463,20.061049,13.648989,1.868643,1.153915,0.719809,concentrate
8.128908,6.241322,0.798372,1.219913,0.457336,5.341748,14.380183,0.896676,0.313423,0.172843,2.439401,4.969589,0.809404,0.445974,0.127766,4.411876,11.074168,0.779185,0.326801,0.121158,14.846213,19.936682,1.9718,0.718302,0.22468,9.921769,9.959696,2.522647,1.534822,0.255916,10.677488,15.427468,1.540995,0.542758,0.153052,18.222725,11.50305,2.040891,1.324979,0.752214,concentrate
7.678694,6.41488,0.966814,1.302871,0.477672,5.928472,15.288684,1.074105,0.304919,0.159388,2.451576,5.185126,1.071365,0.512613,0.129578,4.713014,11.727775,0.958505,0.322583,0.130556,10.964661,13.905902,1.840707,0.697841,0.238739,8.595402,8.164483,2.891439,1.755274,0.265174,8.128507,11.467908,1.452892,0.499913,0.146756,16.109245,9.186852,2.058971,1.435944,0.810381,concentrate
6.9599,5.937085,1.106231,1.368882,0.489919,6.068711,14.279509,1.16593,0.286094,0.15118,2.311427,4.878044,1.268757,0.550414,0.125221,4.650614,10.969587,1.069572,0.30274,0.139413,8.0913,9.296081,1.612545,0.639418,0.25825,7.827155,6.793861,3.010781,1.884779,0.274557,6.187361,8.194588,1.282417,0.440501,0.145375,14.318073,7.144223,1.906494,1.46098,0.890195,concentrate
5.938373,4.981045,1.172899,1.382209,0.492648,5.685286,11.843067,1.152306,0.262975,0.150754,2.01231,4.184845,1.342432,0.546389,0.115769,4.201433,9.186707,1.086768,0.271035,0.143056,6.558399,6.282226,1.358129,0.555372,0.279236,7.571552,5.89304,2.835454,1.870684,0.279432,5.071061,5.799154,1.067174,0.374928,0.150682,12.966894,5.608797,1.635403,1.395753,0.970605,concentrate
4.836726,3.846642,1.15401,1.334356,0.487161,4.874588,8.913871,1.046725,0.246902,0.159827,1.628416,3.355563,1.272704,0.502192,0.10455,3.480879,7.069782,1.011234,0.235662,0.140307,6.045178,4.465878,1.1536,0.469263,0.294394,7.476634,5.302246,2.418009,1.706951,0.279132,4.599273,4.120803,0.882386,0.318078,0.161568,11.806957,4.525064,1.35093,1.26294,1.022471,concentrate
3.889726,2.821054,1.061336,1.252936,0.474327,3.86388,6.42084,0.882933,0.253183,0.178674,1.258148,2.61805,1.085141,0.435547,0.096053,2.698264,5.284353,0.865786,0.209453,0.134447,5.831334,3.364758,1.049956,0.41027,0.298963,7.164598,4.808832,1.876482,1.446394,0.279299,4.340413,2.941858,0.798824,0.286952,0.17526,10.513782,3.715069,1.148242,1.107453,1.028876,concentrate
3.541907,2.123206,0.919187,1.178062,0.454174,2.930865,4.901101,0.704085,0.294116,0.205982,0.999113,2.102264,0.834134,0.370638,0.094458,2.061313,4.19789,0.6863,0.204944,0.131238,5.403155,2.674568,1.060233,0.394791,0.293226,6.574022,4.332608,1.34294,1.17053,0.288191,3.964923,2.138898,0.848431,0.28912,0.188175,9.071486,3.114836,1.060476,0.97376,0.997283,concentrate
3.646576,1.940457,0.785022,1.1296,0.42933,2.293666,4.329636,0.561694,0.373167,0.238232,0.906052,1.85245,0.597288,0.328094,0.101442,1.702588,3.774867,0.523924,0.229579,0.135361,4.719188,2.345804,1.136144,0.411814,0.281086,5.937199,4.123648,0.9277,0.946503,0.309916,3.404978,1.719962,0.999837,0.313932,0.196856,7.682919,2.951156,1.068069,0.88345,0.953141,concentrate
4.03809,2.487772,0.713202,1.100936,0.406315,1.955469,4.270124,0.48456,0.480713,0.269516,0.959878,1.87967,0.43835,0.319463,0.11532,1.576781,3.69515,0.416946,0.282483,0.147502,4.105603,2.365444,1.234474,0.436448,0.267112,5.524884,4.620463,0.712254,0.807977,0.340369,2.870008,1.641967,1.187178,0.342406,0.198579,6.692557,3.646076,1.145403,0.839963,0.923462,concentrate
4.304664,3.979338,0.724202,1.073166,0.394744,1.761051,4.244276,0.461945,0.594058,0.292952,1.060841,2.239906,0.379669,0.343332,0.132812,1.518065,3.634588,0.36885,0.35297,0.164168,3.777089,2.696519,1.343312,0.45062,0.255071,5.400584,6.149632,0.715958,0.751596,0.370823,2.511883,1.816154,1.356534,0.363014,0.193394,6.249649,5.534692,1.272039,0.832511,0.920374,concentrate
4.189038,6.439269,0.820871,1.034511,0.403535,1.598263,4.059661,0.483021,0.683962,0.30382,1.120534,3.009862,0.412162,0.386529,0.150631,1.414174,3.502086,0.377189,0.421463,0.179954,3.692504,3.204924,1.451647,0.450431,0.246859,5.369495,8.643601,0.901293,0.751551,0.39279,2.313267,2.120581,1.469707,0.376234,0.184244,6.197582,8.571897,1.442997,0.838889,0.931546,concentrate
