POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma,label
3.812084,9.52976,0.941533,0.99238,0.435281,1.488292,3.790145,0.515168,0.730681,0.302866,1.135798,4.157534,0.486335,0.433334,0.166036,1.292847,3.391456,0.410911,0.470122,0.190418,3.68324,3.69243,1.536744,0.449696,0.241273,5.183815,11.613556,1.185288,0.787822,0.400241,2.208436,2.41554,1.505783,0.397036,0.175053,6.252044,12.233922,1.635202,0.850197,0.930138,concentrate
3.348086,12.52121,1.024748,0.969223,0.486033,1.529916,3.566131,0.533441,0.729819,0.295242,1.159651,5.452815,0.550513,0.471573,0.177422,1.262692,3.402796,0.436977,0.491511,0.194373,3.509208,3.993228,1.561426,0.464916,0.235404,4.706162,14.261898,1.464933,0.846065,0.39042,2.073423,2.59285,1.466688,0.441835,0.169117,6.147154,15.610596,1.814416,0.867836,0.891078,concentrate
3.036925,14.558566,1.027178,0.987001,0.548288,1.747129,3.423425,0.531236,0.689677,0.285926,1.23781,6.530679,0.571645,0.49342,0.183688,1.380612,3.526684,0.437738,0.488541,0.192982,3.055763,4.022042,1.503961,0.498939,0.226951,4.017301,15.762454,1.642108,0.904212,0.363905,1.826015,2.603182,1.377866,0.511969,0.167872,5.772304,17.704397,1.930983,0.891959,0.811806,concentrate
3.059646,15.011916,0.947344,1.057917,0.611803,2.10957,3.310951,0.513846,0.624562,0.276662,1.375649,7.04532,0.543441,0.495564,0.183989,1.636695,3.658215,0.409485,0.469916,0.187704,2.413604,3.78369,1.365037,0.538885,0.215061,3.299863,15.58741,1.667468,0.938709,0.325705,1.516131,2.466914,1.263661,0.589962,0.169595,5.329222,17.868305,1.948873,0.918626,0.716748,concentrate
3.256437,13.760592,0.821307,1.173789,0.66498,2.474724,3.143314,0.490582,0.547181,0.265957,1.510615,6.827471,0.48389,0.478744,0.178321,1.919176,3.664587,0.361974,0.444237,0.179668,1.755189,3.373073,1.170355,0.56502,0.201714,2.689446,13.776693,1.553044,0.934262,0.284404,1.234742,2.25281,1.133458,0.647216,0.170882,5.122561,16.054222,1.843903,0.944955,0.645091,concentrate
3.44221,11.259952,0.678995,1.304545,0.696594,2.716856,2.875606,0.467405,0.465909,0.250875,1.57779,5.956854,0.418154,0.44669,0.16778,2.101032,3.473579,0.310067,0.416936,0.169565,1.262126,2.931625,0.959794,0.561959,0.190533,2.260297,10.928251,1.346718,0.89167,0.248564,1.081001,2.042631,0.986483,0.657665,0.168884,5.389942,12.892607,1.612347,0.969059,0.627507,concentrate
3.599205,8.325833,0.565803,1.411487,0.698451,2.771065,2.528648,0.44381,0.385579,0.230114,1.549879,4.713963,0.366588,0.405791,0.155241,2.119143,3.112066,0.267739,0.389398,0.158123,1.01124,2.566869,0.769408,0.528804,0.18608,1.987696,7.897576,1.113808,0.82839,0.22423,1.095197,1.881068,0.819769,0.613818,0.163883,6.148441,9.38197,1.293066,0.988896,0.668977,concentrate
3.6422,5.730738,0.500456,1.457548,0.668791,2.692194,2.177355,0.416641,0.307773,0.205736,1.470958,3.456835,0.338675,0.362156,0.144616,2.009466,2.682945,0.242432,0.359411,0.146388,0.979224,2.321529,0.622659,0.476902,0.193741,1.820508,5.408684,0.900228,0.769234,0.214137,1.261591,1.772143,0.642327,0.530197,0.159947,7.238119,6.433123,0.957962,0.997434,0.751747,concentrate
3.628232,3.918966,0.477272,1.419414,0.613984,2.589299,1.878029,0.379333,0.238488,0.183581,1.455956,2.441908,0.328215,0.32096,0.13998,1.89038,2.281971,0.231574,0.327279,0.136439,1.084825,2.161188,0.528628,0.42421,0.216835,1.720995,3.779892,0.726408,0.736208,0.219047,1.50885,1.681013,0.477478,0.438259,0.163029,8.364347,4.476384,0.680034,0.985261,0.851617,concentrate
3.652475,2.943145,0.469949,1.294183,0.549022,2.722634,1.671561,0.332086,0.184556,0.169473,1.675433,1.771869,0.32306,0.285561,0.1425,1.958126,1.97478,0.229875,0.295316,0.129773,1.234753,2.002706,0.474967,0.388114,0.253719,1.669053,2.99711,0.595418,0.736565,0.23691,1.794714,1.559252,0.345755,0.369842,0.176555,9.228036,3.408786,0.5052,0.945012,0.95537,concentrate
4.110539,2.593173,0.490407,1.097517,0.496588,3.457865,1.558643,0.305803,0.150032,0.165496,2.285891,1.405184,0.317711,0.25727,0.149383,2.457639,1.768273,0.243498,0.266237,0.126552,1.305556,1.800811,0.450219,0.388333,0.296548,1.941451,3.0476,0.550969,0.774614,0.263008,2.109092,1.38622,0.272084,0.341503,0.198608,9.495433,2.879663,0.451037,0.882393,1.070817,concentrate
5.474562,2.606672,0.569107,0.862676,0.481326,4.885582,1.547267,0.349015,0.13399,0.168513,3.225965,1.263737,0.31701,0.236281,0.154892,3.376238,1.659565,0.286553,0.241682,0.125908,1.469867,1.570198,0.452056,0.441625,0.336313,3.323149,3.972737,0.641384,0.847157,0.293266,2.434308,1.178631,0.282881,0.353288,0.22566,9.255266,2.565465,0.499761,0.811285,1.212192,concentrate
8.609139,2.873621,0.770675,0.648525,0.521628,6.880057,1.642888,0.490174,0.129838,0.173717,4.308092,1.281533,0.323586,0.223802,0.153933,4.601202,1.646892,0.363295,0.222028,0.126505,1.794715,1.332651,0.482728,0.548962,0.366864,6.300491,5.682189,0.882094,0.951458,0.325057,2.724373,0.962393,0.39121,0.394921,0.255616,8.457673,2.282444,0.639821,0.753812,1.382085,concentrate
13.323092,3.390898,1.108768,0.512514,0.614147,8.856743,1.839619,0.715203,0.129669,0.178037,5.165563,1.436376,0.336609,0.222501,0.144973,5.682803,1.734998,0.464449,0.208787,0.127387,2.404315,1.135285,0.548781,0.690929,0.385518,10.591268,7.901505,1.236813,1.079075,0.355646,2.951494,0.766851,0.583071,0.451588,0.286157,7.427318,2.053225,0.85343,0.727966,1.556258,concentrate
18.933083,4.19174,1.545062,0.481103,0.730487,10.235783,2.079146,0.967857,0.128948,0.181491,5.523862,1.686497,0.350188,0.233236,0.130353,6.325116,1.898337,0.567502,0.204482,0.12885,3.245441,1.019269,0.641468,0.831657,0.390831,15.35875,10.130155,1.589652,1.200395,0.379175,3.095588,0.620476,0.811624,0.507487,0.312749,6.360355,1.940509,1.096172,0.735977,1.688848,concentrate
24.232212,5.190784,1.958874,0.54671,0.828439,10.534468,2.287146,1.16402,0.129411,0.185555,5.27437,1.968969,0.353176,0.25149,0.114661,6.257713,2.089253,0.642139,0.210746,0.131644,4.077659,1.007892,0.747506,0.929281,0.381018,18.879904,11.749655,1.809956,1.271207,0.388441,3.176997,0.542197,1.011673,0.548878,0.328558,5.612205,1.959739,1.309354,0.764059,1.731139,concentrate
26.908102,6.134683,2.21642,0.684604,0.872254,9.601773,2.391782,1.234996,0.134455,0.190606,4.5553,2.196801,0.337856,0.268297,0.102719,5.53864,2.236638,0.665042,0.226222,0.136413,4.722705,1.075237,0.833931,0.951623,0.35469,20.201597,12.265406,1.809251,1.256795,0.379513,3.2017,0.524635,1.123276,0.564838,0.32712,5.270118,2.047796,1.432861,0.790432,1.659737,concentrate
26.716988,6.673659,2.226801,0.863321,0.846341,7.786892,2.348592,1.154651,0.147187,0.195143,3.624764,2.291327,0.302818,0.274945,0.097226,4.41147,2.271641,0.627107,0.245192,0.142506,4.905537,1.176982,0.864042,0.892002,0.312901,18.743935,11.501159,1.58187,1.152993,0.35376,3.167879,0.556698,1.112324,0.550757,0.305626,5.218344,2.093292,1.432411,0.791305,1.49113,concentrate
24.28511,6.532617,1.984397,1.0506,0.759458,5.61313,2.156182,0.949532,0.167067,0.196614,2.751906,2.216297,0.25272,0.2664,0.098209,3.228622,2.153532,0.537322,0.258807,0.148403,4.59433,1.284144,0.82017,0.772473,0.260895,15.07557,9.694478,1.202498,0.991363,0.316977,3.060477,0.626551,0.985775,0.510484,0.266618,5.278415,2.015754,1.313487,0.757239,1.277009,concentrate
19.330605,5.766552,1.59136,1.211785,0.63777,3.699961,1.869012,0.682604,0.189286,0.192959,2.114337,1.999277,0.195795,0.242566,0.104261,2.291721,1.908778,0.419051,0.259001,0.152866,3.919552,1.413673,0.711121,0.63174,0.208311,10.491862,7.396775,0.788355,0.822574,0.277674,2.893356,0.724129,0.792576,0.455827,0.218169,5.329003,1.833993,1.110958,0.700766,1.079803,concentrate
15.719895,4.684112,1.197979,1.308673,0.512809,2.399644,1.592958,0.433883,0.207072,0.183175,1.719318,1.724166,0.144323,0.208161,0.113368,1.717882,1.630636,0.30301,0.242572,0.15481,3.125437,1.641673,0.580747,0.508434,0.166157,6.284937,5.222991,0.451617,0.687396,0.24642,2.684982,0.873646,0.605681,0.40073,0.171859,5.340094,1.673582,0.890494,0.645104,0.948214,concentrate
12.58491,3.708968,0.932086,1.312719,0.411097,1.753546,1.410655,0.261329,0.216568,0.168079,1.498825,1.483665,0.110632,0.171719,0.122984,1.471193,1.420783,0.214519,0.214599,0.153802,2.443445,2.060252,0.495686,0.426958,0.142911,3.38004,3.595093,0.250547,0.602912,0.231953,2.478124,1.120737,0.490967,0.355297,0.13874,5.428185,1.694406,0.714565,0.611913,0.90429,concentrate
12.183404,3.12229,0.835896,1.216717,0.346706,1.52074,1.343339,0.182396,0.219414,0.150656,1.356869,1.343425,0.107164,0.142985,0.130511,1.395008,1.338581,0.166196,0.187564,0.150465,2.036637,2.682278,0.520868,0.394379,0.142773,1.938954,2.618422,0.193206,0.560696,0.237436,2.312525,1.482946,0.486175,0.325161,0.125566,5.799137,1.97909,0.626183,0.626359,0.943057,concentrate
13.370584,2.947329,0.861185,1.051654,0.317524,1.446329,1.3637,0.174053,0.22061,0.134431,1.263458,1.333647,0.136728,0.130105,0.134136,1.383252,1.40049,0.153899,0.175567,0.146147,1.900051,3.406846,0.687313,0.404714,0.164412,1.536784,2.153873,0.25466,0.545861,0.25963,2.217375,1.911417,0.585361,0.309642,0.132024,6.535864,2.460693,0.643208,0.69612,1.033469,concentrate
15.09374,2.988421,0.914309,0.884227,0.313236,1.375887,1.433055,0.193921,0.224499,0.121523,1.207863,1.456983,0.189182,0.13664,0.132776,1.368552,1.598652,0.161409,0.185447,0.141775,1.949581,4.067249,0.979599,0.448093,0.200885,1.579589,1.988421,0.416323,0.553414,0.289516,2.176806,2.324017,0.744942,0.30517,0.151101,7.55791,2.951228,0.761157,0.812411,1.129738,concentrate
16.392721,3.034984,0.924578,0.785327,0.323926,1.313805,1.5461,0.210849,0.230772,0.112369,1.220349,1.699988,0.251313,0.159009,0.126383,1.376685,1.913715,0.174256,0.212658,0.13769,2.05724,4.535074,1.328417,0.514246,0.242121,1.72077,1.992544,0.662558,0.587058,0.317598,2.149639,2.649968,0.909299,0.31003,0.173068,8.641551,3.277983,0.950601,0.958694,1.192196,concentrate
16.347467,3.035157,0.885134,0.797209,0.343788,1.178362,1.681647,0.214438,0.234652,0.107641,1.247367,2.01585,0.308617,0.187864,0.116634,1.333948,2.285162,0.182556,0.243485,0.134272,2.264956,4.78864,1.641797,0.582594,0.277815,2.123291,2.111379,0.948872,0.644882,0.337763,2.092385,2.856574,1.034012,0.318262,0.189272,9.710966,3.383025,1.164171,1.108932,1.200436,concentrate
15.093252,3.09679,0.819561,0.912072,0.370491,1.046095,1.820608,0.209209,0.232597,0.109239,1.287044,2.336421,0.346494,0.213308,0.106483,1.281633,2.635785,0.182712,0.263873,0.132383,2.44227,4.87359,1.8335,0.626319,0.297501,2.581601,2.280314,1.198477,0.712327,0.346845,1.977305,2.944577,1.093336,0.323576,0.193154,10.465149,3.311542,1.335693,1.221924,1.155408,concentrate
12.923174,3.317441,0.775937,1.0831,0.400437,0.922607,1.96219,0.203774,0.225557,0.118138,1.290373,2.585296,0.356949,0.227342,0.098638,1.193549,2.902118,0.176753,0.265929,0.133069,2.476716,4.858428,1.862378,0.626085,0.294743,2.899986,2.425384,1.338794,0.763043,0.345511,1.83369,2.930167,1.093681,0.322544,0.182437,10.779915,3.155682,1.424162,1.264257,1.074188,concentrate
10.902158,3.628158,0.799284,1.258559,0.429469,0.823406,2.110409,0.208162,0.219477,0.132393,1.230263,2.692696,0.344398,0.228152,0.09423,1.069358,3.042028,0.172347,0.251233,0.137108,2.385975,4.797997,1.747059,0.578596,0.270772,3.058484,2.477305,1.338757,0.772879,0.337332,1.690981,2.835486,1.067315,0.312502,0.160416,10.518307,2.98374,1.426217,1.22237,0.9822,concentrate
9.453697,3.885701,0.899243,1.405782,0.453136,0.782329,2.246439,0.224425,0.223063,0.148289,1.119688,2.615043,0.320332,0.223275,0.092696,0.93416,3.033052,0.175435,0.231679,0.144578,2.140338,4.722939,1.551989,0.501085,0.233731,2.943639,2.40859,1.221776,0.737452,0.326668,1.572154,2.684808,1.044772,0.294434,0.13441,9.729733,2.806525,1.360921,1.106375,0.899618,concentrate
8.392595,3.889987,1.042025,1.524119,0.470018,0.809747,2.34133,0.246668,0.243707,0.164013,0.99878,2.365067,0.296705,0.225851,0.093934,0.813487,2.883578,0.185322,0.223063,0.156217,1.959557,4.633781,1.355837,0.42091,0.195393,2.772878,2.247692,1.051135,0.673631,0.316344,1.523311,2.506692,1.03823,0.273341,0.112532,8.724274,2.617306,1.261211,0.94919,0.832841,concentrate
7.434828,3.572464,1.168493,1.639977,0.479858,0.917461,2.389155,0.266649,0.280228,0.178254,0.921834,2.029866,0.280125,0.24453,0.097769,0.756746,2.643453,0.197505,0.233056,0.171221,1.949707,4.530155,1.211525,0.359977,0.165853,2.573585,2.086335,0.886129,0.603675,0.304648,1.583651,2.355153,1.039395,0.254194,0.100045,7.758,2.486509,1.154428,0.78686,0.773426,concentrate
6.953375,3.012788,1.229494,1.77735,0.483338,1.04322,2.410608,0.279564,0.322764,0.190109,0.927709,1.735312,0.270917,0.279448,0.104728,0.743602,2.391056,0.207829,0.257642,0.187591,2.264928,4.409129,1.136417,0.329235,0.149189,2.513768,2.020099,0.762012,0.548414,0.287901,1.783724,2.281933,1.028022,0.2406,0.097662,7.233876,2.473064,1.060839,0.65458,0.70838,concentrate
9.044443,2.489237,1.209354,1.928837,0.479944,1.204936,2.433812,0.283418,0.356347,0.198552,1.104457,1.588768,0.26845,0.321729,0.114514,0.818666,2.197291,0.214249,0.28436,0.201912,2.798508,4.276092,1.107719,0.326288,0.142852,2.670594,2.128793,0.678549,0.517139,0.26398,2.066641,2.32068,0.983909,0.233231,0.102398,7.5591,2.64557,0.987248,0.57476,0.632002,concentrate
15.523911,2.252895,1.120221,2.054342,0.471095,1.401314,2.495902,0.282872,0.370593,0.20287,1.495815,1.641846,0.276131,0.359917,0.12575,0.984931,2.108715,0.220866,0.301274,0.210405,3.374754,4.103825,1.07713,0.339021,0.14092,3.083148,2.42283,0.605154,0.508123,0.23577,2.336051,2.454268,0.902695,0.228493,0.110452,8.824167,3.013355,0.915201,0.549287,0.555469,concentrate
26.045012,2.441844,1.018427,2.114251,0.462197,1.612223,2.651054,0.286936,0.370827,0.204516,2.021378,1.887309,0.299807,0.38899,0.1371,1.204142,2.161362,0.234637,0.307953,0.211771,3.741861,3.876361,1.014104,0.357157,0.138745,3.644062,2.862701,0.524918,0.515968,0.208291,2.504714,2.654074,0.805661,0.225163,0.119473,10.602354,3.456197,0.830353,0.57098,0.502482,concentrate
38.086365,3.026302,0.960829,2.083288,0.461196,1.822786,2.963278,0.307715,0.37136,0.206684,2.545604,2.284977,0.345386,0.408813,0.148075,1.444962,2.397184,0.265498,0.312693,0.207942,3.832631,3.714593,0.910842,0.37721,0.137076,4.142845,3.398304,0.445673,0.533815,0.186693,2.568254,2.965483,0.721254,0.227076,0.130601,12.218899,3.869042,0.739713,0.624362,0.497434,concentrate
48.642063,3.848998,0.996215,1.96142,0.472629,1.993771,3.465581,0.361164,0.38304,0.21161,2.9068,2.794333,0.42348,0.422467,0.159248,1.660737,2.853697,0.326551,0.323942,0.202306,3.678134,3.914511,0.78808,0.396369,0.142825,4.36174,4.001109,0.39691,0.557296,0.177701,2.550723,3.524758,0.669443,0.236538,0.148827,13.177455,4.286993,0.656793,0.68224,0.551326,concentrate
53.102379,4.686329,1.089124,1.772021,0.494365,2.097549,4.106867,0.445505,0.404873,0.219846,3.003128,3.388811,0.520131,0.429702,0.171615,1.812096,3.517388,0.413204,0.342692,0.198696,3.398157,4.768444,0.676799,0.410457,0.163674,4.193314,4.665309,0.390505,0.578159,0.186886,2.494255,4.443413,0.651896,0.253398,0.180136,13.438062,4.833518,0.585799,0.71569,0.658122,concentrate
50.883907,5.395635,1.181226,1.543466,0.517492,2.122114,4.736696,0.542396,0.425633,0.230236,2.831917,4.017897,0.606981,0.425934,0.184718,1.871086,4.2731,0.506398,0.362851,0.199031,3.103417,6.342104,0.59839,0.418113,0.202001,3.688041,5.374444,0.413471,0.588461,0.215893,2.425608,5.670103,0.654241,0.275734,0.226137,13.167814,5.575336,0.521174,0.702215,0.801083,concentrate
41.354126,5.931121,1.221653,1.301968,0.527452,2.049241,5.165946,0.633011,0.430302,0.239808,2.474501,4.594966,0.660583,0.405746,0.195836,1.827521,4.931301,0.586451,0.374766,0.201799,2.892056,8.369917,0.568823,0.419499,0.251154,3.057757,6.079888,0.451203,0.58567,0.261506,2.358635,6.964003,0.664999,0.298763,0.279958,12.642104,6.426748,0.460681,0.637624,0.957631,concentrate
28.531906,6.242832,1.192715,1.070548,0.514906,1.887006,5.246526,0.704228,0.410386,0.244097,2.062862,5.009934,0.672461,0.368833,0.200753,1.686976,5.296357,0.637837,0.371221,0.202516,2.83303,10.285088,0.594665,0.415357,0.297086,2.548953,6.669118,0.486968,0.576425,0.315281,2.295864,7.94705,0.677017,0.316052,0.32734,12.035775,7.14708,0.411351,0.540292,1.10206,concentrate
16.628366,6.284232,1.11293,0.87028,0.481555,1.616889,4.922662,0.735311,0.368798,0.238734,1.689406,5.145948,0.642879,0.322043,0.195573,1.448841,5.227377,0.642818,0.351387,0.195897,2.939042,11.423827,0.660011,0.408503,0.325311,2.37923,6.975107,0.511804,0.572767,0.367683,2.230335,8.256894,0.682895,0.324166,0.352962,11.418872,7.431099,0.388898,0.445309,1.21233,concentrate
8.176125,6.01311,1.023351,0.712508,0.439787,1.276454,4.261143,0.716614,0.31671,0.222108,1.401291,4.9192,0.581951,0.275674,0.179164,1.137636,4.709639,0.598589,0.319424,0.179499,3.157366,11.339606,0.735968,0.400071,0.327877,2.541492,6.85521,0.522938,0.581144,0.410366,2.160753,7.732288,0.674805,0.321635,0.347645,10.583295,7.080337,0.404063,0.386609,1.271495,concentrate
4.188341,5.420818,0.960639,0.601604,0.407742,0.949349,3.446159,0.657304,0.268582,0.198268,1.18787,4.33768,0.509496,0.23754,0.154943,0.819005,3.89345,0.52055,0.283068,0.156553,3.381406,10.008943,0.808208,0.392403,0.307413,2.893404,6.270732,0.529853,0.599717,0.438635,2.080933,6.493862,0.663621,0.313915,0.31357,9.390314,6.117407,0.45339,0.390476,1.271696,concentrate
3.093922,4.55124,0.930467,0.539599,0.39812,0.724859,2.716111,0.573769,0.237625,0.175152,1.021167,3.512142,0.436842,0.210668,0.12946,0.567531,3.037814,0.42456,0.25252,0.134025,3.557902,7.83428,0.862919,0.389863,0.275079,3.205572,5.304312,0.53548,0.620943,0.450688,2.032828,4.892705,0.660482,0.31241,0.2639,7.903738,4.792528,0.515852,0.473365,1.220771,concentrate
2.886621,3.533989,0.911717,0.524181,0.412326,0.653938,2.230205,0.478819,0.228489,0.159043,0.878338,2.62861,0.365752,0.194258,0.108375,0.41681,2.379941,0.325766,0.234819,0.117356,3.662242,5.455975,0.88729,0.394601,0.244612,3.326803,4.15312,0.537831,0.63817,0.445522,2.045838,3.357125,0.6624,0.324615,0.216789,6.387244,3.456201,0.562552,0.632505,1.142051,concentrate
2.652737,2.541551,0.874057,0.542638,0.442776,0.728145,2.017949,0.395209,0.235553,0.1513,0.784525,1.864192,0.297541,0.184732,0.093963,0.375559,2.039604,0.247551,0.23146,0.108233,3.68498,3.47967,0.878395,0.406071,0.22534,3.269599,3.043107,0.529026,0.649917,0.423244,2.098953,2.210453,0.657349,0.349072,0.186833,5.25851,2.397485,0.578428,0.839984,1.063476,concentrate
2.814103,1.781692,0.799279,0.578024,0.477381,0.912114,1.997052,0.346803,0.246534,0.148978,0.770589,1.32493,0.249963,0.178791,0.085196,0.415229,1.988967,0.21236,0.237042,0.104669,3.627707,2.248434,0.836895,0.416899,0.217303,3.15365,2.161726,0.510235,0.655975,0.384783,2.150957,1.55208,0.629614,0.374415,0.177938,4.70533,1.76682,0.560916,1.04608,1.003797,concentrate
3.215519,1.344282,0.685946,0.628728,0.506575,1.089621,2.043983,0.331303,0.249753,0.147488,0.815659,1.029562,0.233773,0.175421,0.079463,0.475458,2.094676,0.217034,0.242486,0.102899,3.519548,1.768697,0.762216,0.417175,0.213359,3.07127,1.586234,0.483421,0.655108,0.333779,2.164149,1.287204,0.566753,0.385827,0.182754,4.518612,1.498189,0.513083,1.192804,0.962395,concentrate
3.633496,1.233377,0.560896,0.718641,0.524556,1.187865,2.097801,0.322318,0.242529,0.143983,0.887272,0.948999,0.241572,0.18181,0.074957,0.525646,2.228678,0.234907,0.245153,0.100456,3.373596,1.78061,0.658715,0.40542,0.204613,3.038697,1.284819,0.440789,0.650218,0.277717,2.127079,1.235071,0.470385,0.378605,0.18803,4.462258,1.427824,0.45192,1.242729,0.921599,concentrate
3.969883,1.441245,0.489469,0.878365,0.529089,1.19989,2.197439,0.310029,0.23066,0.137568,0.973477,1.068654,0.277913,0.218376,0.071222,0.572438,2.356087,0.259162,0.250045,0.096693,3.191267,2.018436,0.549111,0.391113,0.186705,3.029173,1.239398,0.389703,0.659403,0.226965,2.051301,1.287059,0.363407,0.360725,0.183793,4.446115,1.468168,0.408643,1.198983,0.859168,concentrate
3.972811,1.93556,0.581872,1.120471,0.521312,1.15741,2.419544,0.336967,0.22323,0.129843,1.05885,1.379855,0.410555,0.309242,0.069064,0.626823,2.510148,0.338397,0.26744,0.092748,2.966656,2.393478,0.478532,0.392865,0.16351,2.961549,1.484359,0.397617,0.708089,0.191448,1.964953,1.478765,0.295622,0.349579,0.170267,4.472413,1.636717,0.445213,1.104326,0.765203,concentrate
4.365487,2.712686,0.919726,1.421307,0.504191,1.094542,2.828297,0.468788,0.228217,0.12398,1.127893,1.871599,0.724604,0.465146,0.069929,0.684457,2.760607,0.546762,0.306565,0.090259,2.72155,3.012855,0.486676,0.42398,0.142087,2.811361,2.050322,0.569398,0.810617,0.175836,1.890819,1.937598,0.311613,0.357967,0.15342,4.531851,1.992921,0.628185,1.027312,0.650614,concentrate
5.376498,3.759391,1.498272,1.722824,0.486541,1.031527,3.42565,0.755098,0.25031,0.123935,1.165959,2.484891,1.273083,0.668721,0.07501,0.741273,3.141542,0.94116,0.367506,0.091132,2.47475,4.052109,0.617411,0.486596,0.129282,2.570711,2.89375,1.018653,0.95818,0.177846,1.830707,2.768353,0.435825,0.388128,0.140671,4.546888,2.588803,0.989965,1.03927,0.544128,concentrate
7.553036,5.000524,2.223663,1.953258,0.483531,0.993798,4.113363,1.193698,0.286217,0.133761,1.170243,3.087567,2.01662,0.875032,0.085589,0.802652,3.590486,1.505759,0.437389,0.098821,2.246818,5.582699,0.89066,0.566361,0.12837,2.280556,3.870891,1.785533,1.11251,0.190128,1.766291,3.962468,0.666988,0.428281,0.13663,4.462125,3.433807,1.516632,1.179421,0.473347,concentrate
